510 4.665774e+02 3.247026e+02 3.178523e-01 4.160546e-01 3.169937e-01 2.632907e-01 3.078560e-05 2.879531e-05 3.170245e-01 2.633195e-01 
520 4.698787e+02 3.860771e+02 2.072921e-01 4.918323e-01 3.184991e-01 3.096448e-01 2.183226e-05 1.396962e-05 3.185209e-01 3.096588e-01 
530 4.717000e+02 4.202391e+02 8.195483e-02 5.323837e-01 3.193245e-01 3.334594e-01 1.725841e-05 8.513638e-06 3.193417e-01 3.334679e-01 
540 4.719143e+02 4.200839e+02 -4.852358e-02 5.293874e-01 3.193094e-01 3.300780e-01 1.539719e-05 9.427682e-06 3.193248e-01 3.300874e-01 
550 4.705229e+02 3.871180e+02 -1.736809e-01 4.852674e-01 3.184908e-01 3.012243e-01 1.533325e-05 1.453290e-05 3.185061e-01 3.012388e-01 
560 4.676495e+02 3.301141e+02 -2.847385e-01 4.118505e-01 3.170892e-01 2.545825e-01 1.775258e-05 2.319210e-05 3.171070e-01 2.546057e-01 
570 4.635074e+02 2.612237e+02 -3.762678e-01 3.243949e-01 3.154016e-01 1.996558e-01 2.449721e-05 3.698840e-05 3.154261e-01 1.996928e-01 
580 4.583548e+02 1.920589e+02 -4.464841e-01 2.376000e-01 3.137013e-01 1.454524e-01 3.832816e-05 6.077014e-05 3.137396e-01 1.455131e-01 
590 4.524526e+02 1.312819e+02 -4.966714e-01 1.618610e-01 3.121936e-01 9.840448e-02 6.364443e-05 1.029325e-04 3.122573e-01 9.850742e-02 
600 4.460317e+02 8.344559e+01 -5.301023e-01 1.026638e-01 3.109826e-01 6.198489e-02 1.064421e-04 1.689243e-04 3.110890e-01 6.215382e-02 
610 4.392764e+02 4.937301e+01 -5.508493e-01 6.060502e-02 3.100865e-01 3.645742e-02 1.712923e-04 2.409436e-04 3.102578e-01 3.669837e-02 
620 4.323202e+02 2.727692e+01 -5.628307e-01 3.336960e-02 3.094637e-01 2.012582e-02 2.613465e-04 3.381372e-04 3.097250e-01 2.046396e-02 
630 4.252517e+02 1.415794e+01 -5.692609e-01 1.726287e-02 3.090469e-01 1.043516e-02 3.742188e-04 3.946668e-04 3.094212e-01 1.082983e-02 
640 4.181250e+02 6.953808e+00 -5.724314e-01 8.510989e-03 3.087655e-01 5.045240e-03 5.038087e-04 4.556422e-04 3.092693e-01 5.500882e-03 
650 4.109711e+02 3.241275e+00 -5.737638e-01 4.047739e-03 3.085648e-01 2.343628e-03 6.394041e-04 4.374030e-04 3.092042e-01 2.781031e-03 
660 4.038077e+02 1.690413e+00 -5.740521e-01 2.829911e-03 3.084106e-01 1.859166e-03 7.763890e-04 4.380686e-04 3.091869e-01 2.297235e-03 
670 3.966448e+02 2.138196e+00 -5.737295e-01 3.922519e-03 3.082855e-01 2.385304e-03 9.043396e-04 3.924397e-04 3.091898e-01 2.777744e-03 
680 3.894886e+02 2.462457e+00 -5.729902e-01 4.656757e-03 3.081745e-01 2.970182e-03 1.031886e-03 2.886530e-04 3.092064e-01 3.258835e-03 
690 3.823436e+02 2.574543e+00 -5.719552e-01 5.102452e-03 3.080612e-01 3.210492e-03 1.181975e-03 3.588949e-04 3.092432e-01 3.569387e-03 
700 3.752128e+02 2.581845e+00 -5.707137e-01 4.947612e-03 3.079181e-01 3.014541e-03 1.392498e-03 7.484756e-04 3.093106e-01 3.763017e-03 
710 3.680987e+02 2.438600e+00 -5.692783e-01 4.769656e-03 3.076926e-01 2.910455e-03 1.744346e-03 1.502653e-03 3.094369e-01 4.413108e-03 
720 3.610040e+02 3.091572e+00 -5.675958e-01 6.503912e-03 3.072934e-01 5.372108e-03 2.379608e-03 2.866648e-03 3.096730e-01 8.238756e-03 
730 3.539325e+02 5.606118e+00 -5.655176e-01 1.175096e-02 3.065798e-01 9.486257e-03 3.509804e-03 5.172120e-03 3.100896e-01 1.465838e-02 
740 3.468907e+02 9.496024e+00 -5.627815e-01 1.980927e-02 3.053647e-01 1.624042e-02 5.413946e-03 8.675010e-03 3.107787e-01 2.491543e-02 
750 3.398887e+02 1.468155e+01 -5.590595e-01 3.062974e-02 3.034234e-01 2.497177e-02 8.429367e-03 1.355801e-02 3.118528e-01 3.852978e-02 
760 3.329413e+02 2.129991e+01 -5.539720e-01 4.407957e-02 3.005247e-01 3.682173e-02 1.288894e-02 1.974508e-02 3.134137e-01 5.656682e-02 
770 3.260676e+02 2.862578e+01 -5.471827e-01 5.928439e-02 2.964891e-01 4.940197e-02 1.904702e-02 2.681046e-02 3.155361e-01 7.621243e-02 
780 3.192901e+02 3.589962e+01 -5.385456e-01 7.368253e-02 2.912518e-01 6.262807e-02 2.697914e-02 3.393697e-02 3.182309e-01 9.656504e-02 
790 3.126313e+02 4.205556e+01 -5.281743e-01 8.625790e-02 2.849196e-01 7.334364e-02 3.650069e-02 4.004664e-02 3.214203e-01 1.133903e-01 
800 3.061108e+02 4.593551e+01 -5.164780e-01 9.354003e-02 2.777725e-01 8.044403e-02 4.717049e-02 4.406109e-02 3.249430e-01 1.245051e-01 
810 2.997410e+02 4.671147e+01 -5.041247e-01 9.482881e-02 2.702338e-01 8.189960e-02 5.835059e-02 4.539069e-02 3.285844e-01 1.272903e-01 
820 2.935256e+02 4.480897e+01 -4.918885e-01 9.010006e-02 2.627991e-01 7.896146e-02 6.930593e-02 4.380108e-02 3.321050e-01 1.227625e-01 
830 2.874584e+02 4.038650e+01 -4.805012e-01 8.104999e-02 2.559290e-01 7.094900e-02 7.936125e-02 3.965263e-02 3.352903e-01 1.106016e-01 
840 2.815249e+02 3.420834e+01 -4.705554e-01 6.811419e-02 2.499703e-01 6.026276e-02 8.802322e-02 3.374698e-02 3.379936e-01 9.400974e-02 
850 2.757049e+02 2.719804e+01 -4.623818e-01 5.392073e-02 2.451204e-01 4.771359e-02 9.502319e-02 2.716942e-02 3.401436e-01 7.488301e-02 
860 2.699753e+02 2.058397e+01 -4.560710e-01 4.033300e-02 2.414393e-01 3.641114e-02 1.002873e-01 2.077947e-02 3.417266e-01 5.719061e-02 
870 2.643135e+02 1.493350e+01 -4.515116e-01 2.908608e-02 2.388978e-01 2.620420e-02 1.038677e-01 1.517117e-02 3.427656e-01 4.137538e-02 
880 2.586987e+02 1.044273e+01 -4.485120e-01 2.010598e-02 2.374308e-01 1.846244e-02 1.058632e-01 1.057233e-02 3.432941e-01 2.903477e-02 
890 2.531129e+02 6.968720e+00 -4.468727e-01 1.335654e-02 2.369707e-01 1.200263e-02 1.063725e-01 7.033617e-03 3.433432e-01 1.903625e-02 
900 2.475400e+02 5.622022e+00 -4.464310e-01 1.539575e-02 2.374789e-01 1.265368e-02 1.054426e-01 6.295475e-03 3.429216e-01 1.894915e-02 
910 2.419657e+02 8.004445e+00 -4.470782e-01 2.185903e-02 2.389755e-01 1.809761e-02 1.030411e-01 9.028478e-03 3.420166e-01 2.712609e-02 
920 2.363772e+02 1.074220e+01 -4.487372e-01 2.938650e-02 2.414964e-01 2.446292e-02 9.911988e-02 1.209434e-02 3.406163e-01 3.655726e-02 
930 2.307620e+02 1.341910e+01 -4.513338e-01 3.743207e-02 2.450384e-01 3.102696e-02 9.368905e-02 1.530122e-02 3.387275e-01 4.632819e-02 
940 2.251090e+02 1.574489e+01 -4.547909e-01 4.489590e-02 2.495594e-01 3.730409e-02 8.681998e-02 1.847529e-02 3.363793e-01 5.577937e-02 
950 2.194082e+02 1.775913e+01 -4.589913e-01 5.087140e-02 2.549575e-01 4.267567e-02 7.868508e-02 2.108676e-02 3.336425e-01 6.376243e-02 
960 2.136514e+02 1.927166e+01 -4.637246e-01 5.488175e-02 2.610132e-01 4.624967e-02 6.962759e-02 2.264813e-02 3.306408e-01 6.889780e-02 
970 2.078335e+02 1.991442e+01 -4.687446e-01 5.622937e-02 2.674177e-01 4.734480e-02 6.011405e-02 2.314685e-02 3.275317e-01 7.049165e-02 
980 2.019522e+02 1.999037e+01 -4.738651e-01 5.465376e-02 2.738615e-01 4.618931e-02 5.061318e-02 2.261173e-02 3.244746e-01 6.880104e-02 
990 1.960071e+02 1.902540e+01 -4.789296e-01 5.007382e-02 2.800421e-01 4.297256e-02 4.157340e-02 2.095920e-02 3.216155e-01 6.393177e-02 
1000 1.900001e+02 1.731077e+01 -4.837669e-01 4.475440e-02 2.856724e-01 3.734504e-02 3.340027e-02 1.845819e-02 3.190726e-01 5.580323e-02 
